日期,中国:公开市场操作:货币净投放,中国:社会融资规模存量:同比,唐山:高炉开工率,中国:发电量:当月同比,中国:水泥价格指数,中国:30大中城市:成交面积:商品房,中国:二手房出售挂牌价指数,上海:地铁客运量,北京:地铁客运量,广州:地铁客运量,深圳:地铁客运量,中国:日均销量(当周厂家零售):乘用车,中国:出口金额:当月同比,中国:进口金额:当月同比,中国:PPI:生产资料:当月同比,中国:PPI:生活资料:当月同比,中国:平均批发价:猪肉,南华工业品指数,中国:CPI:当月同比
2021-06-22,,,,,148.43,66.879996,,1190.0,1066.8,523.9,528.97,,,,,,21.63,3052.02,
2021-06-21,,,,,148.87,59.944647,198.66,1177.4,571.8,533.2,564.07,,,,,,22.39,3005.49,
2021-06-20,,,,,,45.159967,,693.9,571.8,280.8,321.87,41899.0,,,,,,,
2021-06-19,,,,,,44.694133,,720.0,637.98,335.3,401.52,,,,,,,,
2021-06-18,-100.0,,47.16,,150.75,69.935787,,1227.2,1124.69,528.0,629.75,,,,,,22.77,3043.07,
2021-06-17,,,,,152.01,65.014817,,1139.1,1069.8,497.4,607.59,,,,,,22.72,3099.34,
2021-06-16,,,,,152.42,65.405256,,1170.8,1069.49,493.4,610.87,,,,,,23.16,3073.81,
2021-06-15,,,,,153.17,57.485305,,1163.6,1073.18,500.1,621.99,,,,,,23.01,3099.38,
2021-06-14,,,,,,13.498131,198.62,639.2,555.54,214.9,406.78,35058.0,,,,,,,
2021-06-13,,,,,,43.023074,,691.7,557.01,218.6,414.5,,,,,,,,
2021-06-12,,,,,,38.436528,,803.3,557.01,264.5,405.63,,,,,,,,
2021-06-11,0.0,,47.33,,153.2,65.13279,,1230.3,1163.26,469.5,650.36,,,,,,23.89,3115.05,
2021-06-10,,,,,153.33,82.239138,,1137.0,1073.9,452.6,613.43,,,,,,24.04,3031.96,
2021-06-09,,,,,154.07,75.599649,,1154.5,1031.69,452.1,602.42,,,,,,24.41,3046.06,
2021-06-08,,,,,154.6,70.268899,,1162.9,1046.18,449.8,594.0,,,,,,24.31,3008.34,
2021-06-07,,,,,155.07,63.492343,198.39,1155.0,1051.98,451.6,600.15,,,,,,24.69,2986.99,
2021-06-06,,,,,,60.412773,,679.6,576.31,207.7,389.18,25365.0,,,,,,,
2021-06-05,,,,,,58.088392,,785.4,643.63,277.2,460.91,,,,,,,,
2021-06-04,0.0,,47.92,,155.8,78.477372,,1233.0,1111.37,474.3,627.8,,,,,,24.68,3038.36,
2021-06-03,,,,,156.83,76.133244,,1145.6,1049.27,488.0,610.86,,,,,,24.81,3091.66,
2021-06-02,,,,,156.71,81.514142,,1125.7,1043.89,485.9,611.36,,,,,,24.97,3045.82,
2021-06-01,,,,,156.63,63.619213,,1164.1,1061.21,487.5,609.34,,,,,,24.93,3066.87,
2021-05-31,,11.0,,7.9,157.58,105.786464,198.17,1154.0,1046.41,537.7,614.83,85619.0,27.52,52.19,12.0,0.5,25.2,2995.95,1.3
2021-05-30,,,,,,53.059815,,723.0,602.3,332.3,416.41,,,,,,,,
2021-05-29,,,,,,56.661358,,819.2,662.78,417.0,468.93,,,,,,,,
2021-05-28,0.0,,48.73,,158.43,78.358626,,1249.6,1127.43,756.2,666.83,,,,,,26.08,2972.27,
2021-05-27,,,,,158.75,69.963998,,1185.7,1049.11,745.1,630.53,,,,,,26.65,2926.4,
2021-05-26,,,,,158.96,65.710142,,1105.3,1051.46,807.5,648.28,,,,,,26.21,2904.82,
2021-05-25,,,,,158.95,61.162194,,1174.3,1058.73,848.7,640.28,,,,,,26.31,2937.19,
2021-05-24,,,,,159.02,48.465551,197.08,1173.4,1059.73,850.8,650.91,,,,,,26.01,2915.78,
2021-05-23,,,,,,46.147834,,599.3,602.55,717.7,497.39,42013.0,,,,,,,
2021-05-22,,,,,,46.869717,,821.6,648.91,782.1,552.05,,,,,,,,
2021-05-21,-100.0,,47.03,,159.29,74.284661,,1244.4,1128.7,981.8,708.56,,,,,,26.29,2914.64,
2021-05-20,,,,,159.34,76.470478,,1184.1,1076.49,931.0,681.21,,,,,,27.07,2980.61,
2021-05-19,,,,,159.13,69.170085,,1172.7,1058.33,894.4,663.86,,,,,,26.92,3048.62,
2021-05-18,,,,,159.12,74.041437,,1194.3,1062.37,880.0,657.38,,,,,,26.7,3141.99,
2021-05-17,,,,,159.13,59.996575,197.2,1170.9,1070.25,896.9,661.92,,,,,,27.49,3092.17,
2021-05-16,,,,,,50.482829,,667.0,629.59,791.5,512.38,38151.0,,,,,,,
2021-05-15,,,,,,52.769332,,798.5,619.8,864.4,558.61,,,,,,,,
2021-05-14,400.0,,47.72,,158.79,75.133593,,1255.3,1135.97,966.8,702.0,,,,,,27.78,3052.2,
2021-05-13,,,,,158.81,73.323103,,1197.2,1067.45,880.1,653.5,,,,,,28.13,3134.51,
2021-05-12,,,,,159.01,73.024335,,1167.7,1076.92,892.2,659.41,,,,,,28.29,3239.15,
2021-05-11,,,,,159.03,77.437414,,1139.6,1075.72,895.4,656.54,,,,,,28.48,3178.9,
2021-05-10,,,,,158.97,82.815042,197.09,1168.0,1076.59,905.6,661.74,,,,,,30.0,3230.06,
2021-05-09,,,,,,68.172567,,699.3,603.44,744.4,500.39,34266.0,,,,,,,
2021-05-08,,,,,158.22,86.990395,,1120.7,1033.8,935.6,680.37,,,,,,30.04,,
2021-05-07,-400.0,,48.73,,158.16,74.781537,,1158.0,1043.95,897.6,652.41,,,,,,30.36,3144.5,
2021-05-06,,,,,157.92,78.013652,,1133.7,1018.78,898.6,642.49,,,,,,30.1,3108.76,
2021-05-05,,,,,,28.892095,,755.3,632.61,841.5,486.11,,,,,,,,
2021-05-04,,,,,,23.790733,,651.6,633.88,782.9,503.64,,,,,,,,
2021-05-03,,,,,,14.285781,196.93,799.3,678.06,773.1,506.41,,,,,,,,
2021-05-02,,,,,,42.432883,,870.9,744.34,864.3,606.78,,,,,,,,
2021-05-01,,,,,,30.598699,,868.8,756.19,1044.6,691.22,,,,,,,,
2021-04-30,100.0,11.7,47.33,11.0,157.44,94.408281,,1245.3,1177.19,1151.7,747.85,39961.0,31.89,44.05,9.1,0.3,30.62,2997.89,0.9
2021-04-29,,,,,157.89,88.569278,,1195.1,1095.33,931.0,661.23,,,,,,30.75,3019.33,
2021-04-28,,,,,157.51,80.009612,,1197.5,1089.27,838.8,652.56,,,,,,31.11,2990.48,
2021-04-27,,,,,157.0,65.896834,,1163.5,1063.68,849.3,641.19,,,,,,31.52,2991.96,
2021-04-26,,,,,156.24,67.920754,196.06,1183.4,1063.84,870.1,659.09,,,,,,31.27,2953.56,
2021-04-25,,,,,155.56,76.679539,,1072.8,1008.5,846.9,642.08,,,,,,31.37,,
2021-04-24,,,,,,49.586715,,763.2,664.71,837.1,542.84,55737.0,,,,,,,
2021-04-23,0.0,,46.96,,154.98,79.983374,,1218.3,1129.68,983.9,707.1,,,,,,31.5,2921.81,
2021-04-22,,,,,154.94,72.718939,,1164.9,1072.21,895.9,663.59,,,,,,31.58,2903.55,
2021-04-21,,,,,154.94,70.713818,,1197.8,1060.38,894.0,669.25,,,,,,31.82,2911.67,
2021-04-20,,,,,154.68,78.781075,,1190.3,1077.07,901.1,666.09,,,,,,32.11,2942.86,
2021-04-19,,,,,154.16,63.261204,195.68,1180.7,1077.07,895.5,666.58,,,,,,31.55,2919.71,
2021-04-18,,,,,,51.428675,,749.4,645.76,805.1,545.58,42083.0,,,,,,,
2021-04-17,,,,,,50.401326,,827.3,693.84,858.4,562.33,,,,,,,,
2021-04-16,100.0,,46.3,,153.81,86.006239,,1254.9,1138.7,956.7,706.97,,,,,,31.77,2926.49,
2021-04-15,,,,,153.57,80.125934,,1182.5,1058.07,895.1,667.24,,,,,,31.6,2902.84,
2021-04-14,,,,,153.24,68.074248,,1177.7,1077.56,903.4,671.12,,,,,,31.46,2850.07,
2021-04-13,,,,,152.48,69.632806,,1176.9,1079.21,900.8,664.47,,,,,,31.87,2828.12,
2021-04-12,,,,,152.19,74.130169,195.56,1129.8,1065.11,915.3,668.06,,,,,,31.27,2795.41,
2021-04-11,,,,,,49.004203,,622.5,605.65,816.9,544.15,30459.0,,,,,,,
2021-04-10,,,,,,66.040328,,830.8,672.19,860.0,580.97,,,,,,,,
2021-04-09,-100.0,,41.82,,150.84,78.230349,,1244.7,1123.3,972.7,691.14,,,,,,32.4,2818.0,
2021-04-08,,,,,150.67,73.376946,,1169.5,1068.27,837.4,648.9,,,,,,32.72,2828.68,
2021-04-07,,,,,150.25,69.196036,,1167.2,1063.97,884.3,650.7,,,,,,33.16,2847.91,
2021-04-06,,,,,150.34,88.089627,,1162.3,1064.07,893.9,641.27,,,,,,33.86,2845.99,
2021-04-05,,,,,,20.55564,195.26,716.0,646.42,799.6,476.86,,,,,,,,
2021-04-04,,,,,,33.355958,,758.6,689.28,772.5,583.41,,,,,,,,
2021-04-03,,,,,,42.288831,,761.3,738.63,859.2,557.21,,,,,,,,
2021-04-02,0.0,,45.01,,149.88,95.547516,,1218.4,1138.46,1057.9,702.1,,,,,,35.0,2871.89,
2021-04-01,,,,,149.47,59.300855,,1140.2,1061.49,903.3,648.35,,,,,,35.27,2808.34,
2021-03-31,,12.3,,17.4,149.21,97.113026,,1152.8,1071.86,888.1,651.34,74889.0,30.32,39.12,5.8,0.1,35.37,2806.97,0.4
2021-03-30,,,,,148.56,92.99534,,1168.6,1059.92,894.4,648.97,,,,,,35.18,2822.87,
2021-03-29,,,,,148.42,71.927016,194.74,1181.0,1057.9,888.0,653.3,,,,,,35.74,2815.63,
2021-03-28,,,,,,46.701701,,776.0,514.87,809.9,540.2,52326.0,,,,,,,
2021-03-27,,,,,,61.760198,,762.0,668.97,887.1,580.95,,,,,,,,
2021-03-26,0.0,,46.72,,148.02,67.575495,,1241.9,1091.75,989.6,704.09,,,,,,36.33,2784.75,
2021-03-25,,,,,147.52,79.029998,,1191.9,1054.69,881.5,661.57,,,,,,36.49,2747.92,
2021-03-24,,,,,146.45,83.054071,,1181.9,1051.47,880.7,663.59,,,,,,36.55,2745.48,
2021-03-23,,,,,146.54,71.73098,,1184.7,1043.1,878.5,655.78,,,,,,36.91,2763.72,
2021-03-22,,,,,146.4,69.221167,194.15,1170.8,1043.97,888.8,657.27,,,,,,37.06,2757.76,
2021-03-21,,,,,,51.71828,,721.8,573.62,764.3,535.34,45772.0,,,,,,,
2021-03-20,,,,,,65.614875,,740.9,615.5,898.7,591.18,,,,,,,,
2021-03-19,0.0,,52.05,,144.86,82.233821,,1186.1,1093.34,1003.7,703.74,,,,,,37.3,2748.48,
2021-03-18,,,,,144.82,72.858261,,1151.4,1016.07,898.1,658.24,,,,,,37.6,2844.56,
2021-03-17,,,,,144.82,76.485398,,1143.9,1016.6,893.3,661.17,,,,,,37.56,2861.55,
2021-03-16,,,,,144.78,66.595872,,1118.8,1010.99,896.7,651.88,,,,,,37.16,2834.88,
2021-03-15,,,,,144.74,67.419838,194.18,1150.4,929.71,908.7,661.59,,,,,,37.77,2853.86,
2021-03-14,,,,,,44.266457,,732.7,464.85,858.0,572.04,39829.0,,,,,,,
2021-03-13,,,,,,44.439883,,806.1,544.39,908.1,589.61,,,,,,,,
2021-03-12,0.0,,51.26,,144.78,73.750898,,1195.1,977.19,1017.0,700.86,,,,,,38.0,2846.88,
2021-03-11,,,,,145.21,63.122388,,1071.5,957.57,921.7,650.23,,,,,,38.11,2867.42,
2021-03-10,,,,,145.12,79.479071,,1141.6,964.03,911.64,657.06,,,,,,38.14,2811.58,
2021-03-09,,,,,145.35,63.668345,,1114.6,959.24,889.5,655.79,,,,,,38.11,2825.36,
2021-03-08,,,,,145.5,59.17016,194.13,1166.1,994.26,922.3,692.54,,,,,,38.64,2921.76,
2021-03-07,,,,,,40.545832,,604.2,463.2,774.0,499.71,35082.0,,,,,,,
2021-03-06,,,,,,48.920467,,701.0,507.3,722.1,512.98,,,,,,,,
2021-03-05,-250.0,,60.57,,145.46,78.58845,,1169.5,982.37,950.0,683.41,,,,,,38.57,2879.6,
2021-03-04,,,,,146.02,82.421517,,1088.4,947.83,844.2,621.26,,,,,,38.31,2883.96,
2021-03-03,,,,,146.02,66.253937,,1112.6,945.66,886.7,644.22,,,,,,38.76,2897.64,
2021-03-02,,,,,146.04,71.191326,,1116.6,934.66,886.6,639.21,,,,,,38.94,2869.3,
2021-03-01,,,,,146.13,50.863062,194.3,1063.4,946.19,891.8,636.91,,,,,,39.08,2892.17,
2021-02-28,,13.3,,,,57.685268,,586.0,376.22,752.9,493.3,67321.0,154.28,18.97,2.3,-0.2,,,-0.2
2021-02-27,,,,,,54.262295,,644.4,481.54,765.5,494.9,,,,,,,,
2021-02-26,-150.0,,64.15,,145.86,70.913648,,1059.3,902.27,866.5,647.74,,,,,,39.05,2914.95,
2021-02-25,,,,,146.02,65.299151,,1013.3,869.29,815.2,597.8,,,,,,39.24,2968.27,
2021-02-24,,,,,146.12,58.600372,,1057.7,860.0,825.0,602.57,,,,,,39.55,2894.64,
2021-02-23,,,,,146.5,56.848603,,1040.7,845.49,809.6,595.7,,,,,,40.12,2892.35,
2021-02-22,,,,,147.22,55.05185,194.04,1031.2,846.35,798.9,586.69,,,,,,40.69,2874.6,
2021-02-21,,,,,,34.16481,,560.6,397.79,607.4,433.32,29674.0,,,,,,,
2021-02-20,,,,,,42.076019,,871.1,695.04,714.3,520.8,,,,,,42.18,,
2021-02-19,-3400.0,,62.97,,149.67,33.300354,,882.8,700.76,673.3,492.75,,,,,,42.67,2833.05,
2021-02-18,,,,,,17.735259,,797.6,645.64,587.2,435.48,,,,,,43.07,2838.07,
2021-02-17,,,,,,3.301371,,461.0,316.21,452.4,320.7,19479.0,,,,,,,
2021-02-16,,,,,,1.810545,,465.6,263.96,387.1,295.07,,,,,,,,
2021-02-15,,,,,,0.9987,193.86,420.0,313.46,347.4,278.71,,,,,,,,
2021-02-14,,,,,,2.828028,,461.6,256.39,348.4,305.7,,,,,,,,
2021-02-13,,,,,,0.252416,,430.4,250.29,317.8,308.61,,,,,,,,
2021-02-12,-500.0,,,,,0.31352,,329.9,221.91,295.3,286.25,,,,,,,,
2021-02-11,,,,,,1.241523,,273.0,180.21,256.7,187.52,,,,,,,,
2021-02-10,,,,,,28.941106,,618.5,444.11,343.5,235.18,,,,,,45.39,2694.97,
2021-02-09,,,,,,35.236954,,746.0,557.06,479.2,349.49,,,,,,45.17,2712.31,
2021-02-08,,,,,149.7,44.993308,193.24,805.3,627.41,584.3,422.54,,,,,,45.04,2672.44,
2021-02-07,,,,,,60.348214,,760.5,618.17,605.7,446.3,,,,,,45.12,,
2021-02-06,,,,,,38.609431,,507.6,347.91,559.3,404.53,54344.0,,,,,,,
2021-02-05,960.0,,62.29,,150.01,64.75701,,908.2,738.56,727.2,556.75,,,,,,45.23,2643.67,
2021-02-04,,,,,150.4,73.5742,,925.1,732.81,727.2,558.94,,,,,,45.3,2627.62,
2021-02-03,,,,,150.3,85.954975,,932.1,738.83,741.3,573.21,,,,,,45.66,2570.3,
2021-02-02,,,,,150.81,76.776783,,929.8,739.93,752.6,578.25,,,,,,45.31,2569.27,
2021-02-01,,,,,150.92,59.204577,193.46,887.9,739.98,777.2,585.57,,,,,,46.02,2583.39,
2021-01-31,,13.0,,,,63.152771,,428.1,282.8,599.2,435.95,105234.0,24.48,28.71,0.5,-0.2,,,-0.3
2021-01-30,,,,,,67.908126,,506.3,334.51,643.6,471.79,,,,,,,,
2021-01-29,-2300.0,,63.52,,150.92,83.612653,,927.3,746.43,800.0,616.56,,,,,,46.37,2578.96,
2021-01-28,,,,,151.45,74.746783,,898.3,718.9,773.6,587.78,,,,,,46.57,2573.53,
2021-01-27,,,,,151.7,79.457214,,918.4,738.84,808.2,603.18,,,,,,46.8,2614.64,
2021-01-26,,,,,151.84,76.020297,,910.5,735.6,825.2,608.56,,,,,,46.7,2579.12,
2021-01-25,,,,,151.94,61.048882,192.84,934.5,738.16,835.7,619.49,,,,,,47.08,2614.75,
2021-01-24,,,,,,48.745671,,412.6,256.7,644.2,442.1,62744.0,,,,,,,
2021-01-23,,,,,,52.48022,,454.5,310.43,709.3,498.83,,,,,,,,
2021-01-22,5980.0,,65.36,,152.28,56.441921,,958.2,771.26,858.8,645.07,,,,,,47.0,2613.9,
2021-01-21,,,,,152.21,65.43297,,1021.7,760.68,834.8,615.01,,,,,,47.35,2655.64,
2021-01-20,,,,,152.25,67.782568,,1078.7,791.65,845.0,622.17,,,,,,47.35,2639.04,
2021-01-19,,,,,152.34,55.000213,,1079.9,808.34,848.7,621.36,,,,,,47.54,2619.12,
2021-01-18,,,,,152.44,52.66186,192.69,1076.9,819.36,860.4,620.49,,,,,,47.64,2650.84,
2021-01-17,,,,,,42.982434,,593.9,318.6,687.5,469.32,57954.0,,,,,,,
2021-01-16,,,,,,47.980551,,688.2,377.66,758.9,520.72,,,,,,,,
2021-01-15,-390.0,,66.8,,152.94,79.524315,,1140.0,842.77,922.6,663.58,,,,,,47.58,2641.58,
2021-01-14,,,,,153.03,70.419315,,1088.0,815.81,864.9,617.43,,,,,,47.2,2631.82,
2021-01-13,,,,,153.23,71.174833,,1092.5,823.44,858.7,620.91,,,,,,47.11,2640.92,
2021-01-12,,,,,153.36,64.032872,,1080.3,836.13,843.3,613.62,,,,,,46.7,2638.91,
2021-01-11,,,,,153.42,65.34263,192.5,1077.3,857.37,838.5,610.64,,,,,,46.81,2619.65,
2021-01-10,,,,,,59.689041,,567.7,333.58,662.2,439.19,47157.0,,,,,,,
2021-01-09,,,,,,48.100303,,634.8,380.93,719.9,488.5,,,,,,,,
2021-01-08,-4650.0,,68.22,,153.63,86.420656,,1085.9,873.11,888.4,641.87,,,,,,46.26,2690.36,
2021-01-07,,,,,153.74,79.513203,,1017.9,841.41,841.3,621.85,,,,,,46.24,2687.83,
2021-01-06,,,,,153.79,79.506581,,1062.3,842.79,858.1,634.82,,,,,,46.06,2636.06,
2021-01-05,,,,,153.87,73.626777,,1074.7,896.25,854.0,632.59,,,,,,46.07,2611.99,
2021-01-04,,,,,154.14,64.824307,192.4,1069.3,907.54,862.3,624.0,,,,,,45.95,2615.68,
2021-01-03,,,,,,29.334937,,615.9,376.01,781.7,488.91,,,,,,,,
2021-01-02,,,,,,22.393262,,666.1,353.02,806.3,532.75,,,,,,,,
2021-01-01,950.0,,,,,41.49214,,664.6,355.75,941.7,597.82,,,,,,,,
2020-12-31,,13.3,68.19,9.1,154.6,107.152599,,1169.4,924.97,1139.9,770.84,122080.0,18.04,7.58,-0.5,-0.4,45.4,2550.49,0.2
2020-12-30,,,,,154.6,89.276959,,1034.3,878.05,865.5,633.52,,,,,,44.88,2542.81,
2020-12-29,,,,,154.65,85.77439,,1060.4,883.09,873.2,632.83,,,,,,44.83,2545.88,
2020-12-28,,,,,154.72,70.820551,191.81,1107.8,911.29,886.4,634.98,,,,,,44.36,2571.97,
2020-12-27,,,,,,64.896673,,643.1,426.32,783.8,511.04,77421.0,,,,,,,
2020-12-26,,,,,,79.457183,,729.5,497.66,839.4,553.13,,,,,,,,
2020-12-25,3650.0,,67.5,,154.9,96.156953,,1196.4,1046.14,1013.3,709.53,,,,,,44.12,2604.1,
2020-12-24,,,,,154.99,95.209244,,1116.8,1024.81,889.2,646.0,,,,,,43.84,2576.02,
2020-12-23,,,,,155.07,80.079353,,1087.8,1018.27,855.1,633.13,,,,,,43.83,2530.67,
2020-12-22,,,,,155.05,71.054655,,1092.6,1022.19,863.0,633.01,,,,,,43.87,2553.15,
2020-12-21,,,,,155.19,59.09708,191.73,1081.7,1032.37,882.1,640.48,,,,,,43.94,2654.41,
2020-12-20,,,,,,64.55561,,651.1,534.92,785.2,509.19,68522.0,,,,,,,
2020-12-19,,,,,,57.654294,,727.3,606.02,832.8,549.92,,,,,,,,
2020-12-18,-900.0,,67.79,,155.27,78.275487,,1139.7,1122.12,966.9,679.65,,,,,,43.83,2623.4,
2020-12-17,,,,,155.26,76.667747,,1079.9,1044.17,863.6,624.97,,,,,,43.71,2583.88,
2020-12-16,,,,,155.31,68.852669,,1088.4,1053.4,862.7,629.19,,,,,,43.43,2537.15,
2020-12-15,,,,,155.11,66.558202,,1081.2,1052.44,860.6,616.93,,,,,,43.39,2524.41,
2020-12-14,,,,,155.05,59.922311,191.49,1059.4,1047.14,844.7,628.26,,,,,,43.46,2513.24,
2020-12-13,,,,,,47.015965,,631.1,541.68,777.9,536.48,53414.0,,,,,,,
2020-12-12,,,,,,57.430546,,726.9,635.44,851.1,563.53,,,,,,,,
2020-12-11,-500.0,,66.41,,155.02,79.31006,,1110.6,1108.49,952.5,669.63,,,,,,42.84,2513.1,
2020-12-10,,,,,155.02,86.434674,,1062.1,1037.52,859.3,625.06,,,,,,43.06,2481.53,
2020-12-09,,,,,155.04,62.338403,,1071.3,1047.87,862.5,632.03,,,,,,42.7,2458.68,
2020-12-08,,,,,155.04,63.669315,,1060.0,1048.34,868.5,630.94,,,,,,42.49,2439.15,
2020-12-07,,,,,154.96,64.044066,191.38,1058.0,1049.93,881.0,626.19,,,,,,42.2,2464.78,
2020-12-06,,,,,,47.080751,,612.2,569.2,818.8,540.79,38366.0,,,,,,,
2020-12-05,,,,,,57.993981,,694.2,626.61,885.6,564.73,,,,,,,,
2020-12-04,-2300.0,,65.06,,154.99,72.195107,,1120.7,1113.3,997.3,679.83,,,,,,41.79,2446.02,
2020-12-03,,,,,154.88,73.09345,,1046.1,1032.36,879.1,626.13,,,,,,41.41,2412.22,
2020-12-02,,,,,154.9,81.541778,,1047.3,1042.24,864.9,639.26,,,,,,40.97,2422.1,
2020-12-01,,,,,154.95,66.343431,,1048.7,1045.4,884.4,636.62,,,,,,40.85,2411.13,
2020-11-30,,13.6,,6.8,154.8,71.117006,191.26,1050.6,1051.3,890.0,645.15,107107.0,20.53,4.56,-1.8,-0.8,39.96,2401.76,-0.5
2020-11-29,,,,,,60.311884,,614.8,585.24,847.8,579.58,,,,,,,,
2020-11-28,,,,,,61.04408,,669.3,639.32,908.9,578.98,,,,,,,,
2020-11-27,1300.0,,66.73,,154.79,79.460055,,1078.8,1117.33,988.9,684.68,,,,,,39.1,2406.48,
2020-11-26,,,,,154.88,72.486908,,1013.8,1044.79,868.8,632.59,,,,,,39.55,2383.83,
2020-11-25,,,,,154.83,69.621413,,1015.3,1054.14,862.4,633.71,,,,,,39.35,2377.51,
2020-11-24,,,,,154.82,72.033881,,1017.2,1050.24,854.2,628.25,,,,,,39.36,2367.99,
2020-11-23,,,,,154.83,60.254401,190.93,1023.1,1050.26,868.1,625.01,,,,,,39.41,2331.18,
2020-11-22,,,,,,50.178069,,558.8,590.19,811.7,538.8,52501.0,,,,,,,
2020-11-21,,,,,,51.507359,,671.3,592.35,870.7,563.45,,,,,,,,
2020-11-20,-2500.0,,67.59,,154.67,76.810693,,1128.1,1126.96,965.4,677.2,,,,,,39.36,2317.21,
2020-11-19,,,,,154.21,62.983923,,1056.6,1054.44,859.7,625.32,,,,,,39.41,2300.88,
2020-11-18,,,,,153.88,65.080798,,1071.7,1016.37,858.6,631.29,,,,,,39.27,2287.13,
2020-11-17,,,,,153.93,59.643075,,1068.2,1041.25,844.3,626.49,,,,,,39.23,2281.1,
2020-11-16,,,,,153.74,61.553099,190.77,1062.3,1038.91,862.1,632.22,,,,,,39.65,2285.67,
2020-11-15,,,,,,43.118027,,637.6,592.46,772.5,540.66,49854.0,,,,,,,
2020-11-14,,,,,,54.463906,,706.8,655.44,838.8,570.29,,,,,,,,
2020-11-13,2300.0,,66.37,,153.12,70.745783,,1120.7,1116.74,950.7,675.12,,,,,,39.26,2263.16,
2020-11-12,,,,,153.11,69.835954,,1057.5,1037.34,841.7,627.81,,,,,,39.73,2264.62,
2020-11-11,,,,,152.85,61.931996,,1072.9,1044.11,837.7,633.08,,,,,,39.32,2270.89,
2020-11-10,,,,,152.56,74.887954,,1088.5,1048.41,838.1,626.76,,,,,,39.26,2236.37,
2020-11-09,,,,,152.5,55.027151,190.87,1107.0,1050.45,857.1,630.08,,,,,,39.38,2221.33,
2020-11-08,,,,,,47.379101,,702.3,623.9,798.7,540.07,35094.0,,,,,,,
2020-11-07,,,,,,55.208861,,778.5,674.2,879.7,573.44,,,,,,,,
2020-11-06,-1900.0,,66.72,,152.11,76.361301,,1184.4,1116.22,959.8,677.66,,,,,,39.37,2188.46,
2020-11-05,,,,,151.9,79.205771,,1098.5,1046.24,843.3,623.15,,,,,,39.18,2190.4,
2020-11-04,,,,,151.85,63.467325,,1102.3,1049.48,836.8,626.47,,,,,,39.4,2203.33,
2020-11-03,,,,,151.69,63.065555,,1097.8,1047.68,835.4,625.04,,,,,,39.34,2181.98,
2020-11-02,,,,,151.57,48.980552,190.82,1086.8,1042.8,853.0,630.4,,,,,,39.54,2166.24,
2020-11-01,,,,,,41.995493,,672.7,628.84,802.0,553.94,,,,,,,,
2020-10-31,,13.7,,4.6,,68.407798,,802.3,705.97,864.7,586.81,106828.0,10.92,4.83,-2.7,-0.5,,,0.5
2020-10-30,1900.0,,67.73,,150.88,101.885488,,1177.1,1121.3,944.0,676.33,,,,,,38.85,2160.95,
2020-10-29,,,,,150.71,74.669358,,1097.3,1043.3,806.3,621.8,,,,,,39.1,2192.52,
2020-10-28,,,,,150.52,74.33528,,1099.2,1051.4,829.0,620.09,,,,,,40.09,2234.46,
2020-10-27,,,,,150.51,78.929222,,1097.7,1045.57,830.3,601.15,,,,,,39.75,2220.36,
2020-10-26,,,,,150.64,67.842688,190.49,1098.0,1043.99,842.8,606.27,,,,,,39.75,2209.27,
2020-10-25,,,,,,60.743519,,712.0,622.41,789.5,518.3,53412.0,,,,,,,
2020-10-24,,,,,,54.793196,,794.7,680.42,837.5,548.6,,,,,,,,
2020-10-23,2200.0,,69.97,,150.41,86.372065,,1181.8,1114.39,939.0,652.49,,,,,,40.44,2229.89,
2020-10-22,,,,,150.4,76.197181,,1100.8,1034.31,834.5,601.4,,,,,,40.97,2246.34,
2020-10-21,,,,,150.51,68.883699,,1090.3,1031.09,833.8,605.66,,,,,,41.13,2256.9,
2020-10-20,,,,,150.56,73.32619,,1115.2,1033.35,835.4,603.35,,,,,,41.53,2240.37,
2020-10-19,,,,,150.55,62.551581,190.36,1105.6,1034.2,845.8,605.0,,,,,,42.52,2229.69,
2020-10-18,,,,,,50.718787,,697.9,605.43,767.2,512.68,53138.0,,,,,,,
2020-10-17,,,,,,51.935115,,783.0,660.24,820.7,537.96,,,,,,,,
2020-10-16,-1100.0,,69.28,,149.19,80.304094,,1148.1,1095.24,932.4,644.82,,,,,,42.41,2232.08,
2020-10-15,,,,,148.77,79.044003,,1085.6,1027.57,836.4,592.17,,,,,,42.63,2224.7,
2020-10-14,,,,,147.85,68.635549,,1089.4,1024.05,812.4,578.3,,,,,,43.17,2221.71,
2020-10-13,,,,,147.41,73.886938,,1091.9,1024.79,826.0,562.27,,,,,,42.77,2225.26,
2020-10-12,,,,,147.03,49.441659,190.29,1095.4,1025.86,856.2,597.74,,,,,,43.26,2233.84,
2020-10-11,,,,,,56.031969,,638.4,559.93,732.7,456.67,63535.0,,,,,,,
2020-10-10,,,,,,69.499368,,1030.4,972.08,896.1,601.91,,,,,,43.96,,
2020-10-09,-5000.0,,70.83,,146.38,44.726549,,1027.5,969.96,851.6,569.74,,,,,,44.55,2225.67,
2020-10-08,,,,,,14.543092,,649.0,560.62,736.9,424.21,24760.0,,,,,,,
2020-10-07,,,,,,14.069079,,687.1,546.43,721.0,411.31,,,,,,,,
2020-10-06,,,,,,13.734564,,670.5,517.92,684.6,385.5,,,,,,,,
2020-10-05,,,,,,13.078847,190.18,696.3,510.0,649.5,361.34,,,,,,,,
2020-10-04,,,,,,25.492119,,571.5,514.61,660.7,382.2,,,,,,,,
