日期,中国:公开市场操作:货币净投放,中国:社会融资规模存量:同比,唐山:高炉开工率,中国:发电量:当月同比,中国:水泥价格指数,中国:30大中城市:成交面积:商品房,中国:二手房出售挂牌价指数,上海:地铁客运量,北京:地铁客运量,广州:地铁客运量,深圳:地铁客运量,中国:日均销量(当周厂家零售):乘用车,中国:出口金额:当月同比,中国:进口金额:当月同比,中国:PPI:生产资料:当月同比,中国:PPI:生活资料:当月同比,中国:平均批发价:猪肉,南华工业品指数,中国:CPI:当月同比
2025-04-18,,,93.3,,,,,,,,,,,,,,,,
2025-04-17,,,,,126.15,22.154355,,1178.0,,978.5,880.22,,,,,,20.65,3498.22,
2025-04-16,,,,,126.45,22.176305,,1194.0,1136.5,983.0,963.0,,,,,,20.94,3469.95,
2025-04-15,,,,,126.53,21.779403,,1193.0,1132.23,973.3,957.61,,,,,,20.62,3507.56,
2025-04-14,,,,,126.41,22.906527,,1175.0,1116.93,955.1,947.81,,,,,,20.79,3512.31,
2025-04-13,,,,,,15.69398,,737.0,418.32,842.3,786.73,43704.0,,,,,,,
2025-04-12,,,,,,14.49458,,684.0,207.79,697.4,626.71,,,,,,,,
2025-04-11,-2892.0,,93.1,,126.13,23.217663,,1251.0,1190.85,1048.9,1025.5,,,,,,20.84,3501.54,
2025-04-10,,,,,126.22,27.364429,,1185.0,1126.45,935.5,945.5,,,,,,20.76,3513.3,
2025-04-09,,,,,127.22,26.71156,,1183.0,1113.1,929.6,940.88,,,,,,20.51,3410.15,
2025-04-08,,,,,128.04,21.506957,,1183.0,1103.36,932.9,942.36,,,,,,20.61,3480.83,
2025-04-07,,,,,128.01,20.225627,155.64,1166.0,1107.47,940.7,932.22,,,,,,20.98,3562.68,
2025-04-06,,,,,,11.097507,,730.0,756.69,849.0,752.59,34918.0,,,,,,,
2025-04-05,,,,,,6.049395,,811.0,833.14,729.6,646.61,,,,,,,,
2025-04-04,-5019.0,,89.31,,,9.529363,,788.0,837.16,892.9,941.23,,,,,,,,
2025-04-03,,,,,127.38,25.715282,,1237.0,1240.62,1116.1,1044.91,,,,,,20.91,3727.58,
2025-04-02,,,,,127.38,22.905107,,1197.0,1131.94,948.9,933.82,,,,,,20.72,3772.25,
2025-04-01,,,,,127.32,21.668266,,1194.0,1115.43,921.9,916.4,,,,,,20.76,3781.19,
2025-03-31,,8.4,,1.8,127.77,61.739199,155.82,1199.0,1117.4,916.8,897.19,91789.0,12.4,-4.3,-2.8,-1.5,20.85,3719.05,-0.1
2025-03-30,,,,,,38.149465,,762.0,726.04,791.6,689.02,,,,,,,,
2025-03-29,,,,,,31.445931,,834.0,769.83,852.9,792.36,,,,,,,,
2025-03-28,-1429.0,,89.31,,126.81,44.420593,,1237.0,1200.89,1037.5,1004.2,,,,,,20.94,3761.81,
2025-03-27,,,,,126.84,50.881465,,1127.0,1113.33,938.4,932.5,,,,,,20.74,3781.51,
2025-03-26,,,,,126.94,38.402488,,1207.0,1120.72,932.6,944.6,,,,,,20.94,3774.09,
2025-03-25,,,,,126.38,39.334704,,1198.0,1105.63,931.3,934.38,,,,,,20.68,3766.58,
2025-03-24,,,,,126.33,33.562811,156.34,1185.0,1109.59,941.0,938.98,,,,,,21.05,3765.82,
2025-03-23,,,,,,25.176952,,781.0,741.55,884.7,837.78,54643.0,,,,,,,
2025-03-22,,,,,,25.129144,,929.0,860.95,984.7,907.06,,,,,,,,
2025-03-21,8855.0,,89.31,,127.08,34.574445,,1286.0,1215.99,1080.5,1039.96,,,,,,20.89,3713.34,
2025-03-20,,,,,127.18,35.877345,,1202.0,1117.78,955.4,948.02,,,,,,20.73,3724.68,
2025-03-19,,,,,127.18,32.733766,,1192.0,1112.29,953.3,943.54,,,,,,20.58,3699.95,
2025-03-18,,,,,126.85,31.5858,,1198.0,1100.06,939.3,927.06,,,,,,21.0,3725.21,
2025-03-17,,,,,126.77,27.304634,156.22,1183.0,1085.81,939.6,933.01,,,,,,20.76,3744.94,
2025-03-16,,,,,,13.941471,,710.0,684.04,915.8,821.5,58329.0,,,,,,,
2025-03-15,,,,,,21.940085,,709.8,671.06,773.8,779.38,,,,,,,,
2025-03-14,-2517.0,,87.03,,126.63,31.828917,,1210.5,1177.82,1063.6,1029.45,,,,,,20.79,3763.92,
2025-03-13,,,,,126.49,26.588394,,1148.3,1090.17,936.6,935.01,,,,,,20.86,3736.47,
2025-03-12,,,,,124.73,25.721906,,1111.8,1094.15,965.3,938.19,,,,,,20.73,3709.82,
2025-03-11,,,,,124.32,24.08348,,1181.9,1076.73,971.6,934.84,,,,,,20.73,3710.36,
2025-03-10,,,,,123.43,29.102814,156.23,1140.2,1083.14,966.7,941.35,,,,,,20.82,3718.3,
2025-03-09,,,,,,14.70359,,708.5,659.05,860.3,823.22,40406.0,,,,,,,
2025-03-08,,,,,,16.006991,,878.8,750.97,929.7,896.7,,,,,,,,
2025-03-07,-8813.0,,84.29,,123.31,28.662467,,1248.6,1183.64,1008.5,994.65,,,,,,20.81,3722.62,
2025-03-06,,,,,121.53,24.944656,,1168.5,1100.19,893.5,892.38,,,,,,20.99,3720.62,
2025-03-05,,,,,121.55,24.040178,,1161.0,1098.75,878.2,901.58,,,,,,20.83,3719.94,
2025-03-04,,,,,120.12,20.001496,,1130.1,1091.39,835.9,896.49,,,,,,20.71,3747.23,
2025-03-03,,,,,120.11,21.550246,156.25,1078.3,1087.19,911.1,928.2,,,,,,20.82,3787.61,
2025-03-02,,,,,,13.094801,,731.6,634.66,870.7,824.65,,,,,,,,
2025-03-01,,,,,,16.022489,,864.7,743.13,957.8,896.65,,,,,,,,
2025-02-28,1369.7,8.2,86.03,,119.76,50.93216,,1250.0,1207.21,1070.0,1034.67,94541.0,-3.0,1.4,-2.5,-1.2,20.86,3799.86,-0.7
2025-02-27,,,,,119.08,44.632478,,1127.5,1110.47,934.3,932.36,,,,,,21.23,3793.88,
2025-02-26,,,,,118.87,37.253844,,1148.6,1110.78,906.7,917.96,,,,,,21.4,3787.54,
2025-02-25,,,,,118.64,32.2109,,1132.7,1107.48,910.3,920.85,,,,,,21.25,3803.25,
2025-02-24,,,,,118.56,23.76038,156.61,1149.1,1106.86,945.8,938.09,,,,,,21.33,3835.39,
2025-02-23,,,,,,16.953393,,662.3,674.41,831.5,797.4,49013.0,,,,,,,
2025-02-22,,,,,,15.135901,,789.2,768.02,928.3,897.45,,,,,,,,
2025-02-21,4818.0,,,,118.23,26.832127,,1210.8,1214.43,1038.0,1040.01,,,,,,21.45,3867.52,
2025-02-20,,,,,119.09,30.226486,,1133.5,1138.8,951.5,954.55,,,,,,21.54,3885.01,
2025-02-19,,,,,119.4,23.161255,,1152.5,1124.4,944.4,947.88,,,,,,21.45,3850.35,
2025-02-18,,,,,119.39,20.432968,,1163.0,1124.58,938.6,938.53,,,,,,21.64,3846.47,
2025-02-17,,,,,119.6,22.889572,156.77,1144.8,1115.14,941.2,930.46,,,,,,21.76,3832.84,
2025-02-16,,,,,,12.868675,,709.3,641.12,797.0,778.82,48910.0,,,,,,,
2025-02-15,,,,,,13.527047,,651.6,717.35,848.9,819.77,,,,,,,,
2025-02-14,-5609.0,,91.92,,120.09,19.697416,,1170.8,1173.06,1011.7,1001.48,,,,,,21.78,3840.56,
2025-02-13,,,,,120.65,19.077243,,1121.5,1092.7,909.1,887.88,,,,,,21.99,3822.75,
2025-02-12,,,,,120.73,17.216328,,1070.4,1052.4,906.5,862.54,,,,,,22.16,3891.1,
2025-02-11,,,,,120.77,19.704749,,1077.4,1065.34,903.3,888.46,,,,,,22.3,3877.34,
2025-02-10,,,,,120.84,17.928532,157.06,1086.9,1062.07,906.6,891.65,,,,,,22.43,3894.69,
2025-02-09,,,,,,11.640182,,583.9,589.85,705.3,662.47,26528.0,,,,,,,
2025-02-08,,,,,120.84,15.02119,,898.6,936.69,852.2,766.03,,,,,,22.81,,
2025-02-07,-10213.0,,93.21,,120.85,15.715604,,954.4,921.62,828.9,800.81,,,,,,22.93,3889.91,
2025-02-06,,,,,120.86,12.192532,,951.0,918.74,804.5,746.89,,,,,,23.1,3861.22,
2025-02-05,,,,,120.86,7.879819,,902.8,878.77,765.6,700.01,,,,,,23.04,3835.68,
2025-02-04,,,,,,1.718715,,547.5,543.94,589.4,479.95,,,,,,,,
2025-02-03,,,,,,1.542854,157.2,537.0,517.81,506.2,385.5,,,,,,,,
2025-02-02,,,,,,0.968645,,499.9,513.56,475.3,387.26,,,,,,,,
2025-02-01,,,,,,0.753147,,411.0,485.52,481.4,371.94,,,,,,,,
2025-01-31,3307.2,8.0,,,,3.375986,,361.4,453.45,465.4,371.29,64555.0,6.0,-16.4,-2.6,-1.2,,,0.5
2025-01-30,,,,,,0.714289,,482.2,389.86,432.2,362.3,,,,,,,,
2025-01-29,,,,,,0.635958,,411.8,303.41,493.6,333.24,,,,,,,,
2025-01-28,,,,,,1.02104,,298.0,209.6,359.0,239.15,,,,,,,,
2025-01-27,,,,,,6.209756,157.94,558.7,454.94,526.7,373.66,,,,,,23.35,3861.58,
2025-01-26,,,,,,21.075421,,612.0,579.24,561.0,428.01,,,,,,23.35,,
2025-01-25,,,,,,15.019725,,568.2,527.54,643.0,501.98,76777.0,,,,,,,
2025-01-24,8157.0,,91.92,,120.86,23.790687,,955.6,952.95,813.4,703.63,,,,,,22.95,3868.72,
2025-01-23,,,,,121.66,28.363536,,1012.5,1015.33,849.0,761.75,,,,,,22.86,3856.68,
2025-01-22,,,,,122.1,30.549055,,1067.7,1058.29,890.5,823.41,,,,,,22.83,3885.95,
2025-01-21,,,,,122.12,27.390035,,1099.4,1093.95,922.1,861.88,,,,,,22.72,3902.62,
2025-01-20,,,,,123.18,30.011717,157.72,1121.7,1104.11,952.7,896.02,,,,,,22.64,3893.87,
2025-01-19,,,,,,17.950787,,703.7,686.07,802.6,752.21,73779.0,,,,,,,
2025-01-18,,,,,,22.992721,,808.1,763.6,879.9,827.81,,,,,,,,
2025-01-17,14539.0,,91.13,,124.47,31.861665,,1192.4,1183.96,1014.1,996.56,,,,,,22.85,3937.16,
2025-01-16,,,,,124.47,32.079462,,1148.0,1140.14,966.3,954.25,,,,,,22.66,3924.46,
2025-01-15,,,,,126.23,27.527823,,1147.2,1135.77,961.2,951.36,,,,,,22.53,3874.98,
2025-01-14,,,,,126.33,27.575122,,1152.2,1125.32,951.4,928.34,,,,,,22.74,3857.39,
2025-01-13,,,,,127.32,27.327705,157.48,1151.2,1128.91,962.8,864.1,,,,,,22.79,3846.56,
2025-01-12,,,,,,16.728465,,695.7,676.66,826.5,781.14,48286.0,,,,,,,
2025-01-11,,,,,,19.828976,,773.1,740.89,898.0,767.02,,,,,,,,
2025-01-10,-2600.0,,92.51,,127.55,32.337983,,1203.1,1202.75,1056.7,1003.18,,,,,,22.62,3753.64,
2025-01-09,,,,,127.67,31.952354,,1141.9,1134.15,963.1,930.45,,,,,,22.64,3743.6,
2025-01-08,,,,,128.26,30.623227,,1144.9,1124.26,953.2,925.78,,,,,,22.77,3731.95,
2025-01-07,,,,,128.49,33.979751,,1139.8,1111.85,948.8,917.04,,,,,,22.82,3730.17,
2025-01-06,,,,,128.97,28.066352,157.21,1144.3,1104.78,943.4,911.99,,,,,,22.81,3738.88,
2025-01-05,,,,,,18.440136,,638.6,606.43,774.8,709.08,39014.0,,,,,,,
2025-01-04,,,,,,16.792496,,723.4,650.97,838.1,782.67,,,,,,,,
2025-01-03,-3442.0,,92.63,,129.57,32.338098,,1179.0,1139.92,1014.2,965.87,,,,,,22.35,3750.87,
2025-01-02,,,,,129.67,28.374368,,1133.0,1081.87,943.7,836.25,,,,,,22.49,3781.19,
2025-01-01,,,,,,22.318065,,747.2,623.96,969.3,797.59,,,,,,,,
2024-12-31,,8.0,,0.6,130.08,82.576494,,1283.2,1221.73,1220.2,1186.87,103351.0,10.69,0.9,-2.6,-1.4,22.36,3777.47,0.1
2024-12-30,,,,,130.19,65.86763,157.25,1148.6,1086.59,958.4,929.72,,,,,,22.35,3761.79,
2024-12-29,,,,,,53.107371,,689.2,626.95,842.0,779.05,,,,,,,,
2024-12-28,,,,,,61.753996,,795.4,691.1,901.6,852.99,,,,,,,,
2024-12-27,-10969.5,,90.95,,130.5,83.241854,,1219.0,1166.49,1001.9,983.85,,,,,,22.17,3729.43,
2024-12-26,,,,,131.35,75.858477,,1151.7,1095.45,894.8,914.22,,,,,,22.12,3755.14,
2024-12-25,,,,,131.46,67.050818,,1185.6,1115.73,933.0,951.13,,,,,,22.37,3762.08,
2024-12-24,,,,,131.51,61.14463,,1197.8,1113.67,914.0,921.1,,,,,,22.63,3761.17,
2024-12-23,,,,,131.4,47.842852,157.86,1143.8,1091.31,901.4,902.66,,,,,,22.91,3751.39,
2024-12-22,,,,,,37.663678,,707.9,639.65,835.0,789.4,86946.0,,,,,,,
2024-12-21,,,,,,32.307671,,813.1,686.71,882.0,846.6,,,,,,,,
2024-12-20,11398.0,,91.93,,131.49,65.954701,,1241.1,1181.96,1047.2,1005.76,,,,,,22.81,3727.93,
2024-12-19,,,,,132.3,56.391487,,1148.9,1089.01,903.7,897.18,,,,,,23.1,3742.59,
2024-12-18,,,,,132.3,47.679591,,1168.2,1100.6,889.4,899.36,,,,,,23.02,3746.08,
2024-12-17,,,,,132.56,50.437531,,1163.6,1095.76,883.9,892.84,,,,,,23.05,3789.8,
2024-12-16,,,,,132.6,40.630198,157.65,1161.2,1095.31,891.5,894.04,,,,,,22.97,3803.2,
2024-12-15,,,,,,34.091136,,740.1,665.39,817.1,767.55,83024.0,,,,,,,
2024-12-14,,,,,,40.778735,,847.5,682.08,892.1,832.43,,,,,,,,
2024-12-13,1844.0,,93.38,,132.63,55.516557,,1226.4,1149.52,1001.6,997.88,,,,,,23.14,3803.51,
2024-12-12,,,,,132.17,47.864346,,1166.5,1070.76,883.3,902.58,,,,,,23.14,3839.5,
2024-12-11,,,,,131.91,48.207497,,1106.2,1078.59,882.3,898.59,,,,,,23.15,3803.18,
2024-12-10,,,,,132.0,54.106126,,1123.4,1075.47,877.0,895.74,,,,,,23.02,3781.75,
2024-12-09,,,,,132.49,39.28679,157.76,1162.2,1082.31,891.9,902.33,,,,,,23.23,3750.73,
2024-12-08,,,,,,29.005225,,736.7,646.32,851.3,810.96,62730.0,,,,,,,
2024-12-07,,,,,,27.89793,,835.8,702.9,943.2,893.12,,,,,,,,
2024-12-06,-11321.0,,92.4,,132.66,48.324218,,1245.7,1170.8,1041.5,1002.68,,,,,,23.13,3752.59,
2024-12-05,,,,,133.52,41.272786,,1155.3,1079.42,905.5,898.76,,,,,,23.33,3755.06,
2024-12-04,,,,,133.52,42.286138,,1165.1,1081.63,885.4,903.2,,,,,,23.52,3802.86,
2024-12-03,,,,,133.63,38.59245,,1176.7,1071.85,895.3,899.24,,,,,,23.44,3799.99,
2024-12-02,,,,,134.01,33.039053,157.91,1184.0,1072.69,905.5,904.88,,,,,,23.36,3793.81,
2024-12-01,,,,,,35.241612,,777.6,667.25,884.5,859.28,,,,,,,,
2024-11-30,,7.8,,0.9,,74.656101,,860.9,730.2,948.2,905.22,134542.0,6.6,-3.92,-2.9,-1.4,,,0.2
2024-11-29,-3808.7,,88.4,,134.07,64.509647,,1254.3,1172.81,1043.7,1019.84,,,,,,23.51,3783.5,
2024-11-28,,,,,133.56,60.381483,,1184.6,1077.83,914.7,905.61,,,,,,23.5,3763.95,
2024-11-27,,,,,133.58,48.105125,,1187.2,1084.47,905.3,907.82,,,,,,23.43,3783.96,
2024-11-26,,,,,133.66,49.70123,,1183.7,1071.93,891.5,898.12,,,,,,23.27,3775.6,
2024-11-25,,,,,133.85,38.954161,158.66,1152.5,1062.87,871.1,880.8,,,,,,23.5,3788.49,
2024-11-24,,,,,,31.413243,,773.2,649.39,856.8,722.29,76002.0,,,,,,,
2024-11-23,,,,,,39.690802,,897.5,737.98,959.9,835.23,,,,,,,,
2024-11-22,668.0,,88.4,,133.85,47.073128,,1267.2,1182.05,1061.7,999.24,,,,,,23.48,3771.03,
2024-11-21,,,,,133.77,42.25991,,1175.2,1093.42,913.6,881.87,,,,,,23.59,3795.04,
2024-11-20,,,,,133.74,54.694889,,1184.7,1097.39,851.9,852.63,,,,,,23.71,3779.31,
2024-11-19,,,,,133.65,40.420838,,1182.8,1084.69,874.0,847.53,,,,,,23.9,3772.52,
2024-11-18,,,,,133.33,29.460434,158.88,1168.6,1088.24,920.6,896.68,,,,,,23.84,3727.05,
2024-11-17,,,,,,22.1718,,711.9,693.32,863.0,778.36,77055.0,,,,,,,
2024-11-16,,,,,,29.413522,,858.7,772.64,915.7,827.99,,,,,,,,
2024-11-15,17171.0,,87.12,,133.05,33.09278,,1235.2,1187.63,1019.9,972.37,,,,,,23.85,3708.14,
2024-11-14,,,,,132.88,35.283547,,1156.1,1092.46,892.3,863.58,,,,,,24.05,3739.76,
2024-11-13,,,,,132.97,32.351285,,1197.5,1070.23,894.2,877.94,,,,,,24.2,3772.43,
2024-11-12,,,,,132.79,32.295508,,1197.8,1080.11,893.3,896.54,,,,,,24.16,3773.96,
2024-11-11,,,,,132.61,29.606265,158.91,1177.5,1079.88,902.6,900.34,,,,,,24.17,3806.98,
2024-11-10,,,,,,30.057259,,703.5,694.62,858.0,779.16,56700.0,,,,,,,
2024-11-09,,,,,,28.560961,,853.3,767.74,940.7,849.77,,,,,,,,
2024-11-08,-13158.0,,88.08,,133.08,39.308494,,1288.8,1188.07,1041.8,984.88,,,,,,24.24,3848.42,
2024-11-07,,,,,133.05,35.227135,,1202.4,1106.01,898.9,886.15,,,,,,24.23,3871.41,
2024-11-06,,,,,132.44,33.975022,,1220.2,1108.96,889.4,888.99,,,,,,24.42,3815.89,
2024-11-05,,,,,131.74,36.587966,,1203.4,1099.71,888.0,890.12,,,,,,24.4,3850.18,
2024-11-04,,,,,132.17,34.459781,158.98,1188.2,1101.76,907.9,883.83,,,,,,24.54,3827.56,
2024-11-03,,,,,,25.898578,,744.8,717.78,850.7,781.95,,,,,,,,
2024-11-02,,,,,,30.877542,,840.4,779.29,944.0,845.02,,,,,,,,
2024-11-01,-8514.0,,88.08,,131.68,40.957383,,885.3,1195.93,1074.8,996.72,,,,,,24.44,3809.03,
2024-10-31,,7.8,,2.1,131.3,83.829159,,1096.0,1100.64,923.3,892.29,137413.0,12.65,-2.32,-3.3,-1.6,24.63,3815.0,0.3
2024-10-30,,,,,131.27,59.550691,,1186.5,1104.81,899.2,891.84,,,,,,24.74,3807.74,
2024-10-29,,,,,131.19,52.273903,,1184.2,1103.62,889.1,893.21,,,,,,24.73,3782.16,
2024-10-28,,,,,130.96,38.835344,159.71,1170.7,1111.27,899.6,891.37,,,,,,24.61,3839.5,
2024-10-27,,,,,,29.549273,,670.1,739.34,846.1,775.03,78280.0,,,,,,,
2024-10-26,,,,,,37.200498,,753.5,777.06,932.9,839.21,,,,,,,,
2024-10-25,12573.8,,90.07,,129.9,42.521388,,1261.5,1221.68,1047.0,988.3,,,,,,24.67,3816.15,
2024-10-24,,,,,129.13,36.323628,,1190.2,1129.76,920.1,890.77,,,,,,24.83,3826.71,
2024-10-23,,,,,128.76,39.434071,,1199.8,1133.23,913.0,894.31,,,,,,24.7,3800.29,
2024-10-22,,,,,128.87,35.333377,,1173.0,1127.47,898.2,890.39,,,,,,24.58,3801.53,
2024-10-21,,,,,128.58,31.963265,160.13,1177.7,1116.95,906.6,896.82,,,,,,24.83,3799.64,
2024-10-20,,,,,,37.544912,,736.7,702.85,841.3,789.5,62954.0,,,,,,,
2024-10-19,,,,,,31.787207,,834.3,828.87,937.1,845.21,,,,,,,,
2024-10-18,6475.0,,91.05,,128.47,42.408796,,1267.0,1197.61,1051.1,992.63,,,,,,25.08,3800.28,
2024-10-17,,,,,127.5,36.743246,,1174.1,1097.64,919.8,886.98,,,,,,24.82,3751.49,
2024-10-16,,,,,127.45,36.083065,,1181.6,1119.31,916.3,888.48,,,,,,25.06,3852.95,
2024-10-15,,,,,126.03,41.589854,,1154.2,1115.62,908.2,883.73,,,,,,24.89,3878.91,
2024-10-14,,,,,125.98,39.480569,160.18,1158.3,1094.02,893.7,890.3,,,,,,24.99,3924.54,
2024-10-13,,,,,,35.897824,,729.0,1106.41,791.3,738.36,79225.0,,,,,,,
2024-10-12,,,,,125.14,41.584863,,1164.9,1106.41,969.1,975.7,,,,,,25.06,,
2024-10-11,-13482.0,,88.71,,124.77,39.436868,,1195.5,1105.14,915.4,933.86,,,,,,25.02,3908.81,
2024-10-10,,,,,124.7,39.541716,,1174.9,1088.55,894.5,882.86,,,,,,25.04,3852.6,
2024-10-09,,,,,125.26,31.675684,,1159.1,1069.61,887.6,868.49,,,,,,24.84,3891.67,
2024-10-08,,,,,124.84,22.317888,,1137.6,1063.3,896.9,858.57,,,,,,25.1,3922.55,
2024-10-07,,,,,,7.951259,160.32,647.7,676.06,818.1,669.84,49668.0,,,,,,,
2024-10-06,,,,,,5.314462,,584.2,629.08,812.5,711.78,,,,,,,,
2024-10-05,,,,,,5.222506,,644.0,688.45,808.2,710.94,,,,,,,,
2024-10-04,2340.0,,88.71,,,3.553102,,775.9,708.56,811.7,721.06,,,,,,,,
2024-10-03,,,,,,3.737771,,799.7,740.22,855.8,787.92,,,,,,,,
2024-10-02,,,,,,5.925483,,822.9,762.86,923.0,881.77,,,,,,,,
2024-10-01,,,,,,15.771017,,687.6,782.27,937.1,902.28,,,,,,,,
2024-09-30,,8.0,,6.0,124.3,51.801362,160.55,1118.5,1109.9,1077.7,944.76,102495.0,2.35,0.16,-3.3,-1.3,25.45,3931.59,0.4
2024-09-29,,,,,122.65,54.207637,,1054.6,1040.48,902.9,868.52,,,,,,25.71,,
2024-09-28,,,,,,30.173424,,755.8,721.05,774.7,697.83,,,,,,,,
2024-09-27,-3410.5,,87.93,,115.27,38.968794,,1212.5,1152.65,964.3,942.27,,,,,,26.13,3766.92,
2024-09-26,,,,,115.33,31.344811,,1179.8,1099.65,896.2,884.91,,,,,,25.97,3711.55,
2024-09-25,,,,,115.87,28.450657,,1181.0,1110.02,885.4,885.79,,,,,,25.98,3697.17,
2024-09-24,,,,,116.37,29.251044,,1157.4,1102.28,855.7,857.75,,,,,,26.22,3668.01,
2024-09-23,,,,,115.73,19.860258,161.45,1173.0,1104.45,872.8,873.63,,,,,,26.25,3566.0,
2024-09-22,,,,,,20.802563,,710.1,711.72,738.0,641.77,59321.0,,,,,,,
2024-09-21,,,,,,28.176203,,741.5,781.44,790.3,695.86,,,,,,,,
2024-09-20,9179.0,,87.93,,115.57,30.096148,,1105.7,1154.21,970.7,947.7,,,,,,26.66,3607.79,
2024-09-19,,,,,115.66,24.894529,,1087.5,1071.76,879.1,869.37,,,,,,27.09,3632.05,
2024-09-18,,,,,115.46,16.24193,,1156.9,1081.92,915.7,900.38,,,,,,27.01,3569.94,
2024-09-17,,,,,,4.353141,,756.9,686.92,857.6,763.96,,,,,,,,
2024-09-16,,,,,,5.999759,161.6,170.8,722.62,876.0,806.28,,,,,,,,
2024-09-15,,,,,,16.123229,,687.9,790.31,894.7,822.76,62881.0,,,,,,,
2024-09-14,,,,,115.47,19.527645,,1136.5,1174.17,1013.2,980.25,,,,,,27.14,,
2024-09-13,6743.0,,87.15,,115.72,20.192449,,1155.8,1110.11,901.2,907.23,,,,,,26.91,3576.86,
2024-09-12,,,,,115.74,18.124775,,1152.3,1095.59,889.6,894.1,,,,,,27.0,3584.56,
2024-09-11,,,,,115.38,18.698598,,1125.2,1092.42,890.1,889.63,,,,,,27.15,3543.74,
2024-09-10,,,,,115.43,29.678574,,1131.1,1089.63,887.7,884.23,,,,,,26.91,3512.66,
2024-09-09,,,,,115.07,18.70148,161.7,1135.0,1076.63,884.8,881.88,,,,,,27.21,3543.3,
2024-09-08,,,,,,10.335556,,673.2,687.94,733.7,675.37,48475.0,,,,,,,
2024-09-07,,,,,,10.84343,,777.7,677.91,745.6,664.86,,,,,,,,
2024-09-06,-11916.0,,86.37,,115.41,21.439699,,1197.0,1193.48,901.7,774.96,,,,,,27.36,3564.6,
2024-09-05,,,,,115.56,19.242698,,1134.8,1136.07,899.6,877.55,,,,,,27.05,3552.23,
2024-09-04,,,,,115.26,22.305017,,1139.4,1112.01,896.6,871.35,,,,,,27.24,3587.39,
2024-09-03,,,,,115.25,25.138504,,1122.7,1088.39,887.3,877.21,,,,,,27.23,3677.5,
2024-09-02,,,,,115.03,15.002827,162.07,1114.8,1069.44,878.8,870.0,,,,,,27.47,3692.34,
2024-09-01,,,,,,9.51071,,624.4,636.71,753.8,709.92,,,,,,,,
2024-08-31,,8.1,,5.8,,30.188227,,761.4,695.93,826.9,785.58,100833.0,8.61,0.07,-2.0,-1.1,,,0.6
2024-08-30,2040.0,,87.15,,113.19,30.590298,,1184.0,1168.75,992.8,972.08,,,,,,27.53,3797.05,
2024-08-29,,,,,113.17,26.801115,,1156.8,1132.8,921.2,917.54,,,,,,27.32,3791.11,
2024-08-28,,,,,113.99,30.065238,,1175.0,1151.43,938.0,926.29,,,,,,27.68,3800.67,
2024-08-27,,,,,114.01,24.427575,,1141.9,1178.06,959.7,952.08,,,,,,27.51,3825.37,
2024-08-26,,,,,114.42,22.112238,163.12,1162.7,1047.99,971.4,957.39,,,,,,27.48,3803.06,
2024-08-25,,,,,,17.427545,,719.7,739.47,829.1,790.16,56813.0,,,,,,,
2024-08-24,,,,,,16.144848,,819.6,830.15,911.9,873.8,,,,,,,,
2024-08-23,-3471.0,,87.79,,114.62,33.868961,,1209.3,1237.33,1036.4,1014.27,,,,,,27.75,3716.66,
2024-08-22,,,,,114.94,27.425624,,1189.0,1200.09,947.9,957.06,,,,,,27.77,3720.7,
2024-08-21,,,,,114.93,27.624935,,1173.2,1203.24,871.5,917.91,,,,,,27.75,3775.23,
2024-08-20,,,,,115.58,32.391063,,1186.0,1173.81,944.7,941.53,,,,,,27.64,3723.69,
2024-08-19,,,,,115.57,22.636805,163.32,1185.4,1143.85,938.5,917.01,,,,,,27.46,3731.85,
2024-08-18,,,,,,16.900356,,702.3,679.8,741.1,735.06,55201.0,,,,,,,
2024-08-17,,,,,,16.715739,,844.9,790.82,732.3,756.56,,,,,,,,
2024-08-16,15236.1,,88.08,,115.57,25.548183,,1225.5,1201.4,1010.4,1001.03,,,,,,27.38,3725.17,
2024-08-15,,,,,115.32,23.864122,,1195.4,1171.93,924.8,894.17,,,,,,27.36,3719.51,
2024-08-14,,,,,115.51,20.282052,,1192.2,1182.16,937.2,918.62,,,,,,27.29,3719.8,
2024-08-13,,,,,115.51,24.082999,,1174.9,1181.3,970.4,953.66,,,,,,27.09,3773.57,
2024-08-12,,,,,115.53,18.29619,163.51,1140.3,1166.73,963.8,947.27,,,,,,26.78,3780.64,
2024-08-11,,,,,,12.913876,,671.4,761.59,765.5,828.99,50984.0,,,,,,,
2024-08-10,,,,,,18.275231,,815.1,846.0,893.7,897.56,,,,,,,,
2024-08-09,-7597.6,,88.08,,115.87,21.737457,,1199.4,1155.41,1019.0,1012.33,,,,,,26.19,3790.96,
2024-08-08,,,,,116.01,26.017113,,1143.0,1181.22,974.0,960.17,,,,,,26.21,3747.83,
2024-08-07,,,,,116.22,25.840453,,1161.3,1188.34,959.45,959.51,,,,,,26.13,3767.79,
2024-08-06,,,,,116.09,23.403037,,1155.7,1178.43,953.6,935.85,,,,,,25.81,3773.25,
2024-08-05,,,,,116.24,19.398541,163.61,1143.7,1160.21,973.7,955.11,,,,,,25.42,3804.34,
2024-08-04,,,,,,13.963298,,653.3,741.61,840.8,889.32,41015.0,,,,,,,
2024-08-03,,,,,,15.040792,,736.4,766.45,902.5,922.02,,,,,,,,
2024-08-02,-2037.0,,87.74,,116.26,25.462647,,1178.2,1212.78,1029.7,1026.56,,,,,,25.33,3887.61,
